butter_1,milk_1,yoghurt_1,cheese_1,beef_1,eggs_1,chicken_1,cod_1,ham_1,tuna_1,pasta_1,apple_1,soy_milk_1,margarine_1,soy_yoghurt_1,tofu_1,lentils_1,rice_1,aubergine_1,sunflower_oil_1
848,130.5,285.32,1121,2575,320,367.6746753,308,794.5,264,120.55,25.39,78,139,136,227,103,218.8780488,19.1,98.46
